"","rowid","source","doi","article","tech.a1","tech.a2","tech.a3","tech.a4","tech.a5","tech.a6","tech.1","tech.2","tech.3","tech.4","tech.5","tech.6","tech.7","tech.8","tech.9","tech.10","tech.11","tech.12","risk.b1","risk.13","risk.14","risk.15","risk.16","risk.17","risk.18","risk.19","risk.20","technical.quality","risk.quality","total.quality","score.source","tech.tier.zero","tech.tier.zero.criteria.failure","risk.tier.zero","risk.tier.zero.criteria.failure","authors","year","genus","species","organism.group","environment","life.stage","invitro.invivo","sex","body.length.cm","body.size.source","max.size.ingest.mm","ingest.size.source","exposure.route","leachate.only","mix","type","negative.control","reference.material","exposure.media","solvent","detergent","media.sal.ppt","media.ph","media.temp","media.temp.min","media.temp.max","exposure.duration.d","treatments","replicates","dosing.frequency","sample.size","dose.particles.mL.nominal","dose.particles.mL.min.nominal","dose.particles.mL.max.nominal","dose.mg.L.nominal","dose.mg.kg.sed.nominal","dose.mg.kg.food.nominal","dose.particles.kg.food.nominal","dose.percent.sed.nominal","dose.particles.m2.nominal","dose.mg.m2.nominal","dose.percent.food.nominal","dose.particles.kg.sed.nominal","chem.add.nominal","chem.add.dose.mg.L.nominal","chem.exp.typ.nominal","dose.particles.mL.measured","dose.mg.L.measured","dose.mg.kg.sed.measured","dose.mg.kg.food.measured","dose.particles.kg.food.measured","dose.particles.kg.food.min.measured","dose.particles.kg.food.max.measured","dose.percent.sed.measured","dose.particles.m2.measured","chem.add.dose.mg.L.measured","dose.particles.mL.master","dose.particles.mL.master.converted.reported","dose.mg.L.master","dose.mg.L.master.converted.reported","effect","effect.metric","af.time","acute.chronic","af.noec","direction","stat.clarity","lvl1","lvl2","lvl3","effect.score","bio.org","target.cell.tissue","polymer","density.g.cm3","density.mg.um.3","density.reported.estimated","shape","charge","zetapotential.mV","zetapotential.media","functional.group","size.length.mm.nominal","size.length.min.mm.nominal","size.length.max.mm.nominal","size.length.mm.measured","size.length.min.mm.measured","size.length.max.mm.measured","size.width.mm.nominal","size.width.min.mm.nominal","size.width.max.mm.nominal","size.width.mm.measured","size.width.min.mm.measured","size.width.max.mm.measured","size.height.mm.nominal","size.height.min.mm.nominal","size.height.max.mm.nominal","size.height.mm.measured","size.height.min.mm.measured","size.height.max.mm.measured","csf","csf.calculated.estimated","size.length.um.used.for.conversions","size.width.um.used.for.conversions","particle.surface.area.um2","particle.volume.um3","mass.per.particle.mg","size.category","weather.biofoul","size.valid","size.valid.method","size.valid.media","shape.valid","shape.valid.method","polymer.valid","polymer.valid.method","particle.source","supplier.part","sodium.azide","contaminant.screen","sol.rinse","clean.method","background.plastics","concentration.valid","particle.behavior","uptake.valid","uptake.valid.method","tissue.distribution","fed","curator","effect_f","size_f","shape_f","poly_f","org_f","lvl1_f","lvl2_f","lvl3_f","bio_f","vivo_f","life_f","env_f","species_f","af.time_noNA","acute.chronic_f","tier_zero_tech_f","tier_zero_risk_f","weather.biofoul_f","treatment_range","max.size.ingest.um","exp_type_f","dose.surface.area.um2.mL.master","particle.surface.area.um2.mg","polydispersity","size.length.min.um.used.for.conversions","size.width.min.um.used.for.conversions","size.height.min.um.used.for.conversions","size.length.max.um.used.for.conversions","size.width.max.um.used.for.conversions","size.height.max.um.used.for.conversions","particle.surface.area.um2.min","particle.surface.area.um2.max","particle.volume.um3.min","particle.volume.um3.max","mass.per.particle.mg.min","mass.per.particle.mg.max","dose.um3.mL.master","dose.um2.mL.master","dose.um2.ug.mL.master","environment.noNA","Species","Group"
"81",3107,"Koelmans,Jacob","10.1016/j.chemosphere.2018.11.070",98,2,2,2,2,2,2,1,2,1,2,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,11,1,12,"de Ruijter","Pass",NA,"Fail","B1","Wan",2019,"Danio","rerio","Fish","Freshwater","Early","invivo",NA,2.5,"Koelmans 2020",0.4,"Koelmans 2020","water","N","N","Lab","Y","N","filtered dechlorinated water",NA,NA,NA,NA,28,NA,NA,7,2,5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.279322,"converted",1,"reported","Y",NA,10,"acute",NA,"decrease","Clear","metabolism","lipid.metabolism","dgat.mrnaexpression",1,"subcell","whole.body","PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,7853.981634,65449.84695,7e-05,3,"N","N",NA,NA,"Y","SEM","N",NA,"commercial","microspheres.nanospheres,100259-10","N","N","No","Not Cleaned","Y","N","sonicated","Y","confocal microscopy flourescent particles","gut","N","LTH","Yes","1µm < 100µm","Sphere","Polystyrene","Fish","Metabolism","Lipid Metabolism","Diglyceride acyltransferase mRNA expression","Subcell","In Vivo","Early","Freshwater","Danio rerio","10","Acute","Red Criteria Passed","Red Criteria Failed","No","2",400,"Particle Only",112149.532733972,112199737.628571,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,934579.439449768,112149.532733972,1602136181913.89,"Freshwater","Danio rerio","Fish"
"82",5782,"Workshop","doi.org/10.1016/j.envpol.2020.115392",160,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,0,0,2,2,21,11,32,"EM,LH","Pass",NA,"Pass",NA,"Zimmermann",2020,"Daphnia","magna","Crustacea","Freshwater","Juvenile","invivo",NA,0.5,"Koelmans 2020",0.11487,"Koelmans 2020","water","N","N","Lab","Y","Y","Elendt m4 medium",NA,NA,NA,NA,20,NA,NA,21,4,10,3,1,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",2110,NA,NA,NA,NA,NA,NA,NA,NA,NA,2110,"reported",10,"reported","N",NA,1,"chronic",NA,NA,"Clear","fitness","growth","body.length",3,"organism",NA,"PVC",1.34,1.34e-09,"estimated","fragment",NA,NA,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",59,NA,25098.2156695616,42718.1274059408,2.31e-05,3,"N","Y","coulter.counter",NA,"Y","SEM","Y","FTIR","lab",NA,"N","Y","ultrapure water","rinse","N","Y","Not Evaluated","Y","microscopy flourescent particles","gut","Y","SK,LTH","No","1µm < 100µm","Fragment","Polyvinylchloride","Crustacea","Fitness","Growth","Body Length","Organism","In Vivo","Juvenile","Freshwater","Daphnia magna","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","1-4",114.87,"Particle Only",52957235.0627749,1086502842.83816,"monodisperse",NA,NA,NA,59,45.43,30.4381,NA,25098.2156695616,NA,63758.2087903332,NA,0.0854359997790465,90135248.8265352,52957235.0627749,2292520998388523,"Freshwater","Daphnia magna","Crustacea"
"83",610,"Koelmans,Rochman","10.1093/mollus/eyx005",25,2,2,2,2,2,2,1,1,1,2,1,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,9,2,11,"de Ruijter","Pass",NA,"Fail","B1","Detree & GallardoEscarate",2017,"Mytilus","galloprovincialis","Mollusca","Marine","Adult","invivo",NA,15,"sealifebase.org",9.51890176843551,NA,"water","N","N","Lab","Y","N","filtered seawater",NA,NA,31.7,NA,14,NA,NA,1,1,2,0,20,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,"reported",18.35868207,"converted","Y","LOEC",10,"acute",2,"increase","Clear","stress","stress","fadd.mrnaexpression",1,"subcell","digestive.tract","PE",0.935,9.35e-10,"estimated","fragment",NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",25,NA,4506.2869271692,3249.94639528786,1.22e-06,3,"N","N",NA,NA,"N",NA,"N",NA,"commercial","abifor","unknown","N","No","Not Cleaned","N","N","aeration","N",NA,NA,"Y","LTH","Yes","1µm < 100µm","Fragment","Polyethylene","Mollusca","Stress","Stress","fadd mRNA expression","Subcell","In Vivo","Adult","Marine","Mytilus galloprovincialis","10","Acute","Red Criteria Passed","Red Criteria Failed","No","1",9518.90176843551,"Particle Only",67594303.9075379,3693677809.15508,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48749195.9293179,67594303.9075379,55405167137326168,"Marine","Mytilus galloprovincialis","Mollusca"
"84",115,"Rochman","10.1021/es503001d",6,2,2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,2,2,2,2,0,2,2,0,0,2,11,10,21,"VDR,JV","Pass",NA,"Pass",NA,"Besseling",2014,"Daphnia","magna","Crustacea","Freshwater","Early","invivo","F",0.5,"Koelmans 2020",0.11487,"Koelmans 2020","water","N","N","Lab","Y","N","RT medium",NA,"SDS",NA,7.8,21,NA,NA,21,10,12,3,1,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18213420915,"converted",3.5,"reported","N",NA,1,"chronic",NA,NA,"Unclear","fitness","reproduction","num.offspring",4,"organism",NA,"PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,"COOH",NA,NA,NA,7e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,0.015393804,0.000179594,1.92e-13,1,"N","Y","TEM",NA,"Y","TEM","N",NA,"lab",NA,"N","N","No","Not Cleaned","N","N","aggregates observed via TEM","N",NA,NA,"Y","LTH,EM","No","1nm < 100nm","Sphere","Polystyrene","Crustacea","Fitness","Reproduction","Number of Offspring","Organism","In Vivo","Early","Freshwater","Daphnia magna","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","5-10",114.87,"Particle Only",280373831.735011,80176062500,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3271021.11580851,280373831.735011,1.46028037361985e+24,"Freshwater","Daphnia magna","Crustacea"
"85",5623,"Workshop","10.1016/j.envpol.2019.113024",159,2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,2,2,2,0,0,2,0,0,1,15,7,22,"EM,LH","Pass",NA,"Pass",NA,"Wang",2019,"Oryzias","melastigma","Fish","Marine","Adult","invivo","M",4,"fishbase.org",2.76939075388703,NA,"water","N","N","Lab","Y","N","seawater",NA,NA,NA,NA,27,NA,NA,60,3,3,0,20,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",50.0987,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.0987,"reported",0.2,"reported","Y",NA,1,"chronic",NA,"increase","Clear","fitness","sexhormones","lhr.mrnaexpression",1,"subcell","testis","PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,314.1592654,523.5987756,5.6e-07,3,"N","N",NA,NA,"Y","microscopy","N",NA,"commercial","baseline.cromtech","unknown","N","No","Not Cleaned","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut","Y","SK,LTH","Yes","1µm < 100µm","Sphere","Polystyrene","Fish","Fitness","Sex Hormones","Leutinizing Hormone Receptor mRNA expression","Subcell","In Vivo","Adult","Marine","Oryzias melastigma","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",2769.39075388703,"Particle Only",15738.970789495,560998688.214286,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26231.6179791517,15738.970789495,28105304981241,"Marine","Oryzias melastigma","Fish"
"86",4695,"Jacob","10.1371/journal.pone.0187664",141,2,2,2,2,2,2,2,1,1,2,1,1,0,0,0,1,2,2,0,2,2,0,0,1,0,1,1,13,7,20,"EM,LH","Pass",NA,"Fail","B1","Rochman",2017,"Acipenser","transmontanus","Fish","Marine","Juvenile","invivo",NA,21,"fishbase.org",13.0342198855387,NA,"food","N","N","Lab","Y","N","seawater",NA,NA,NA,8,19,NA,NA,28,1,3,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","HONEC",1,"chronic",1,NA,"Clear","fitness","body.condition","condition.index",3,"organism",NA,"PS",1.07,1.07e-09,"estimated","fragment",NA,NA,NA,NA,NA,NA,NA,0.179,0.068,0.704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",179,NA,231017.503093485,1192930.83576345,0.000514116,4,"N","N",NA,NA,"N",NA,"N",NA,"modified","sbicinnovativeplastics","unknown","N","No","Not Cleaned","N","N","aeration no settling observed","N",NA,NA,"Y","LTH","No","100µm < 1mm","Fragment","Polystyrene","Fish","Fitness","Body Condition","Condition Index","Organism","In Vivo","Juvenile","Marine","Acipenser transmontanus","1","Chronic","Red Criteria Passed","Red Criteria Failed","No","1",13034.2198855387,"Particle Only",NA,449348985.624811,"monodisperse",68,52.36,35.0812,704,542.08,363.1936,33339.3132019686,3573420.64271342,97612.8090328712,108317355.908404,0.104445705665172,115.899570821993,NA,NA,NA,"Marine","Acipenser transmontanus","Fish"
"87",5785,"Workshop","doi.org/10.1016/j.envpol.2020.115392",160,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,0,0,2,2,21,11,32,"EM,LH","Pass",NA,"Pass",NA,"Zimmermann",2020,"Daphnia","magna","Crustacea","Freshwater","Juvenile","invivo",NA,0.5,"Koelmans 2020",0.11487,"Koelmans 2020","water","N","N","Lab","Y","Y","Elendt m4 medium",NA,NA,NA,NA,20,NA,NA,21,4,10,3,1,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",253000,NA,NA,NA,NA,NA,NA,NA,NA,NA,253000,"reported",500,"reported","Y","LOEC",1,"chronic",2,"decrease","Clear","fitness","growth","body.length",3,"organism",NA,"PVC",1.34,1.34e-09,"estimated","fragment",NA,NA,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",59,NA,25098.2156695616,42718.1274059408,2.31e-05,3,"N","Y","coulter.counter",NA,"Y","SEM","Y","FTIR","lab",NA,"N","Y","ultrapure water","rinse","N","Y","Not Evaluated","Y","microscopy flourescent particles","gut","Y","SK,LTH","Yes","1µm < 100µm","Fragment","Polyvinylchloride","Crustacea","Fitness","Growth","Body Length","Organism","In Vivo","Juvenile","Freshwater","Daphnia magna","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","1-4",114.87,"Particle Only",6349848564.39907,1086502842.83816,"monodisperse",NA,NA,NA,59,45.43,30.4381,NA,25098.2156695616,NA,63758.2087903332,NA,0.0854359997790465,10807686233.703,6349848564.39907,274885219238055168,"Freshwater","Daphnia magna","Crustacea"
"88",195,"Koelmans","10.1016/j.envpol.2018.02.006",9,2,2,2,2,2,2,2,1,1,2,2,1,0,0,1,2,1,2,2,2,2,0,0,1,1,0,2,15,8,23,"de Ruijter","Pass",NA,"Pass",NA,"Bour",2018,"Ennucula","tenuis","Mollusca","Marine","Adult","invivo",NA,1,"sealifebase.org",0.758577575029184,NA,"sediment","N","N","Lab","Y","N","sediment seawater",NA,NA,34,NA,NA,7.1,7.3,28,3,4,0,5,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,232500000,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","HONEC",1,"chronic",1,NA,"Clear","fitness","body.condition","condition.index",3,"organism",NA,"PE",0.96,9.6e-10,"reported","fragment",NA,NA,NA,NA,NA,0.004,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,"estimated",5,NA,180.251477086768,25.9995711623029,1.01e-08,3,"N","N",NA,NA,"N",NA,"N",NA,"commercial","micropowders","unknown","Y","No","Not Cleaned","N","N","Not Evaluated","Y","koh disgestion microscopy","whole body","Y","LTH","No","1µm < 100µm","Fragment","Polyethylene","Mollusca","Fitness","Body Condition","Condition Index","Organism","In Vivo","Adult","Marine","Ennucula tenuis","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",758.577575029184,"Particle Only",NA,17846680899.68,"polydisperse",4,3.08,2.0636,6,4.62,3.0954,115.360945335531,259.562127004946,19.8682696993428,67.055410235282,1.90735389113691e-05,6.43731938258707e-05,NA,NA,NA,"Marine","Ennucula tenuis","Mollusca"
"89",5095,"Workshop","doi.org/10.1016/j.envpol.2018.08.020",153,2,2,2,2,2,2,2,1,2,2,1,1,0,0,0,2,0,2,2,2,2,2,1,2,0,1,0,13,10,23,"EM,LH","Pass",NA,"Pass",NA,"Tallec",2018,"Crassostrea","gigas","Mollusca","Marine","Early","invivo",NA,15,"sealifebase.org",9.51890176843551,NA,"water","N","N","Lab","Y","N","uv treated filtered seawater",NA,"tween20",NA,NA,NA,NA,NA,1,4,6,0,65,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57e+11,"converted",25,"reported","N","HONEC",10,"acute",1,NA,"Clear","fitness","development","developmental.abnormalities",3,"organism",NA,"PS",1.07,1.07e-09,"estimated","sphere","negative",-13.8,"uv.treated.filtered.seawater","COOH",5e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,0.007853982,6.54e-05,7e-14,1,"N","Y","dynamic.light.scatter","filtered.uv.treated.seawater","N",NA,"Y","raman","commercial","polysciences,bangs.laboratories","unknown","N","No","Not Cleaned","N","N","aeration,pdi quantified","N",NA,NA,"N","SK,LTH","No","1nm < 100nm","Sphere","Polystyrene","Mollusca","Fitness","Development","Developmental Abnormalities","Organism","In Vivo","Early","Marine","Crassostrea gigas","10","Acute","Red Criteria Passed","Red Criteria Passed","No","4",9518.90176843551,"Particle Only",2803871574,112199742857.143,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23347800,2803871574,4.00553082e+25,"Marine","Crassostrea gigas","Mollusca"
"90",3464,"Koelmans","10.1016/j.aquatox.2018.04.015",109,2,2,2,2,2,2,1,1,2,2,2,0,0,0,0,1,1,2,2,2,2,0,1,0,1,0,1,12,7,19,"de Ruijter","Pass",NA,"Pass",NA,"Yu",2018,"Eriocheir","sinensis","Crustacea","Freshwater","Juvenile","invivo","F",7.5,"sealifebase.org",4.98189679141253,NA,"water","N","N","Lab","Y","N","culture fresh water",NA,NA,NA,7.6,18,NA,NA,21,4,4,1,6,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5711728.799,"converted",0.4,"reported","Y",NA,1,"chronic",NA,"increase","Clear","metabolism","oxidative.stress","cat.mrnaexpression",1,"subcell","liver","PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,5e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.785398163,0.065449847,7e-11,2,"N","N",NA,NA,"Y","SEM","Y","FTIR","commercial","tianjin","unknown","N","No","Not Cleaned","N","N","dynamic light scatter aerated","N",NA,NA,"Y","LTH","Yes","100nm < 1µm","Sphere","Polystyrene","Crustacea","Metabolism","Oxidative Stress","Catalase mRNA expression","Subcell","In Vivo","Juvenile","Freshwater","Eriocheir sinensis","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","4",4981.89679141253,"Particle Only",4485981.3062888,11219973757.1429,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373831.776000044,4485981.3062888,64085447232697073664,"Freshwater","Eriocheir sinensis","Crustacea"
"91",4195,"Jacob","10.1016/j.aquatox.2016.09.015",128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scoring Not Applicable",NA,"Scoring Not Applicable",NA,"Fonte",2016,"Pomatoschistus","microps","Fish","Marine","Juvenile","invivo",NA,9,"fishbase.org",5.90687700693965,NA,"water","N","N","Lab","Y","N","artificial seawater",NA,NA,18,NA,25,NA,NA,4,1,12,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cefalexin",1.3,"co.exp",NA,0.184,NA,NA,NA,NA,NA,NA,NA,"1.017",10846.11464,"converted",0.184,"reported","N","HONEC",10,"acute",1,NA,"Clear","fitness","mortality","mortality",6,"organism",NA,"PE",1.2,1.2e-09,"reported","sphere",NA,NA,NA,NA,NA,0.001,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,28.27433388,14.13716694,1.7e-08,3,"N","N",NA,NA,"N",NA,"N",NA,"commercial","cospheric","unknown","N","No","Not Cleaned","N","Y","Not Evaluated","N",NA,NA,"N","LTH","No","1µm < 100µm","Sphere","Polyethylene","Fish","Fitness","Mortality","Mortality","Organism","In Vivo","Juvenile","Marine","Pomatoschistus microps","10","Acute","Scoring Not Applicable","Scoring Not Applicable","No","1",5906.87700693965,"Chemical Co-Exposure",306666.666632116,1663196110.58824,"polydisperse",1,1,1,5,5,5,12.5663706143592,314.159265358979,0.523598775598299,65.4498469497874,6.28318530717959e-07,7.85398163397448e-05,153333.333316058,306666.666632116,18039215684242120,"Marine","Pomatoschistus microps","Fish"
"92",4960,"Workshop","doi.org/10.1016/j.marpolbul.2020.111552",149,2,2,2,2,2,2,1,2,1,2,1,1,1,0,1,1,1,2,0,0,0,0,0,0,0,2,1,14,3,17,"EM,SS","Pass",NA,"Fail","B1","Cole",2020,"Mytilus",NA,"Mollusca","Marine","Adult","invivo",NA,15,"sealifebase.org",9.51890176843551,NA,"water","N","N","Lab","Y","N","artificial seawater",NA,NA,NA,NA,NA,NA,NA,7,1,1,1,4,186,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,"reported",0.5,"reported","N","HONEC",10,"acute",1,NA,"Clear","metabolism","oxidative.stress","sod.activity",1,"subcell","digestive.gland","PA",1.14,1.14e-09,"reported","fiber",NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,10,1099.55742875643,2356.19449019234,2.69e-06,3,"N","N",NA,NA,"N",NA,"N",NA,"modified","goodfellow,AM325705","N","N","ultrapurewater","rinse","N","N","aeration","Y","koh disgestion microscopy","whole body","Y","SK,LTH","No","1µm < 100µm","Fiber","Polyamide","Mollusca","Metabolism","Oxidative Stress","Superoxide Dismutase Activity","Subcell","In Vivo","Adult","Marine","Mytilus NA","10","Acute","Red Criteria Passed","Red Criteria Failed","No","1",9518.90176843551,"Particle Only",204517.681748696,408757408.459638,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438252.175175776,204517.681748696,76028877973492.8,"Marine","Mytilus NA","Mollusca"
"93",320,"Rochman","10.1016/j.marenvres.2015.06.008",12,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,1,2,2,0,2,0,0,1,0,0,0,12,3,15,"EM,SS","Pass",NA,"Pass",NA,"Canesi",2015,"Mytilus","galloprovincialis","Mollusca","Marine","Adult","invitro",NA,15,"sealifebase.org",9.51890176843551,NA,NA,"N","N","Lab","Y","N","artificial seawater",NA,NA,36,8,16,NA,NA,0.02,3,3,0,3,7.31e+11,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.31e+11,"reported",50,"reported","Y",NA,10,"acute",NA,"increase","Clear","metabolism","oxidative.stress","ros.prod",1,"subcell","haemocytes","PS",1.07,1.07e-09,"estimated","sphere","positive",14.2,"artificial.seawater","NH2",5e-04,NA,NA,0.00057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,1.020703453,0.096966828,1.04e-10,2,"N","Y","TEM","artificial.seawater","Y","TEM","N",NA,"commercial","bangs.laboratories","unknown","N","No","Not Cleaned","N","N","Not Evaluated","N",NA,NA,NA,"LTH","Yes","100nm < 1µm","Sphere","Polystyrene","Mollusca","Metabolism","Oxidative Stress","Reactive Oxygen Species Production","Subcell","In Vitro","Adult","Marine","Mytilus galloprovincialis","10","Acute","Red Criteria Passed","Red Criteria Passed","No","3",9518.90176843551,"Particle Only",746134224143,9814456278.84616,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70882751268,746134224143,7.17436753983654e+24,"Marine","Mytilus galloprovincialis","Mollusca"
"94",5560,"Workshop","10.1016/j.envpol.2019.113024",159,2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,2,2,2,0,0,2,0,0,1,15,7,22,"EM,LH","Pass",NA,"Pass",NA,"Wang",2019,"Oryzias","melastigma","Fish","Marine","Adult","invivo",NA,4,"fishbase.org",2.76939075388703,NA,"water","N","N","Lab","Y","N","seawater",NA,NA,NA,NA,27,NA,NA,60,3,3,0,20,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",50.0987,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.0987,"reported",0.2,"reported","N","HONEC",1,"chronic",1,NA,"Clear","fitness","development","time.to.hatch",3,"organism",NA,"PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,314.1592654,523.5987756,5.6e-07,3,"N","N",NA,NA,"Y","microscopy","N",NA,"commercial","baseline.cromtech","unknown","N","No","Not Cleaned","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut","Y","SK,LTH","No","1µm < 100µm","Sphere","Polystyrene","Fish","Fitness","Development","Time to Hatch","Organism","In Vivo","Adult","Marine","Oryzias melastigma","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",2769.39075388703,"Particle Only",15738.970789495,560998688.214286,"monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26231.6179791517,15738.970789495,28105304981241,"Marine","Oryzias melastigma","Fish"
