source,doi,article,authors,year,genus,species,organism.group,life.stage,invitro.invivo,exposure.route,leachate.only,fed,polymer,mix,functional.group,shape,size.category,size.mm,size.min.mm,size.max.mm,type,environment,negative.control,positive.control,dose.particles.mL,dose.particles.mL.min,dose.particles.mL.max,dose.mg.L,dose.mg.kg.sed,dose.mg.kg.food,dose.particles.kg.food,dose.particles.kg.food.min,dose.particles.kg.food.max,dose.percent.sed,dose.particles.m2,dose.mg.m2,dose.percent.food,dose.particles.kg.sed,chem.add,chem.add.dose.mg.L,chem.exp.typ,exposure.duration.d,effect,lvl1,lvl2,lvl3,target.cell.tissue,bio.org,stat.clarity,treatments,replicates,size.valid,shape.valid,polymer.valid,source_1,contaminant.screen,sol.rinse,background.plastics,con.valid,homo.mix,exposure.valid,weather.biofoul,log_dose.mg.L,log_dose.particles.mL,effect_f,Conc,Species,Group
"Koelmans,Jacob",10.1371/journal.pone.0193308,5,deSa,2008,Montastraea,minor,Algae,Adult,invitro,food,N,N,LTX,n,COOH,cube,2,0.059,0.065,0.013,Field,Freshwater,N,N,27.11,21000,34000,0.4,280000,300,3333.3333333333,25000000,35000000,7.4,2610,0.5,4,24000000,mercury,0.020225,co.exp,4,N,community,gall.bladder.histo,feeding.time,blood,organism,Clear,5,7,N,N,N,commercial,N,N,N,N,N,N,N,-0.397940008672038,1.43312951758049,Y,0.4,Daphnia pulex,Algae
"Koelmans,Rochman",10.3389/fenvs.2019.00033,6,Detree.GallardoEscarate,2010,Multiple,muricata,Annelida,Early,invivo,maternal.transfer,Y,Y,PA,N,NH2,fiber,3,0.06305,0.068,0.015,Lab,Marine,Y,Y,30,43000,68000,0.44,300000,500,40000,25000000,35000000,28,5200,1,10,60000000,nickel,0.04,sorbed,5,Y,fitness,gen.metabolism,fertilization,brain,population,Unclear,6,8,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,-0.356547323513813,1.47712125471966,N,0.44,Diatoms NA,Annelida
"Koelmans,Rochman,Jacob",10.3390/ijerph14070774,7,Ding,2011,Mytilus,mykiss,Bacterium,Juveniles,invitro,sediment,N,N,PC,Y,SO3,fragment,4,0.065,0.08,0.0176,Mesocosm,Terrestrial,N,N,33,85000,130000,0.5,400000,496000,100000000,25000000,35000000,45,5220,5,30,93000000,nonylphenol,0.08,co.exp,6,N,immune,gill.histo,fibrosis,coelomocytes,subcell,Clear,7,9,N,N,N,N,N,N,N,N,N,N,N,-0.301029995663981,1.51851393987789,Y,0.5,Dicentrachus labrax,Bacterium
Rochman,10.7717/peerj.4601,8,Espinosa,2012,Nephrops,nana,Cnidaria,Adult,invivo,water,Y,Y,PE,n,COOH,sphere,5,0.07,0.09,0.02,Field,Freshwater,Y,Y,34,170000,270000,0.55,450000,1084000,1000000000,25000000,35000000,60,156700,10,70,232500000,paraquat,0.1,sorbed,7,Y,metabolism,gonad.histo,filter.feeding,digestive.tract,tissue,Unclear,10,10,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,-0.259637310505756,1.53147891704226,N,0.55,Dicentrarchus labrax,Cnidaria
"Rochman,Jacob",0.1021/es404295e,9,Ferrerira,2013,Nitocra,neogracile,Crustacea,Early,invitro,food,N,N,PET,N,NH2,cube,1,0.0713,0.1,0.025,Lab,Marine,N,N,40,340000,540000,0.69,600000,0.0009,0.000012,25000000,35000000,0.005,261200,0.5,0.01,94,pbde47,0.126,co.exp,8,N,microbiome,growth,firmicutes,embryo,cell,Clear,1,11,N,N,N,lab,N,N,N,N,N,N,N,-0.161150909262745,1.60205999132796,Y,0.69,Dreissena polymorpha,Crustacea
Jacob,10.1002/etc.1984,10,Fonte,2014,Oncorhynchus,niloticus,Echinoderm,Juveniles,invivo,maternal.transfer,Y,Y,PI,Y,SO3,fiber,2,0.075,0.125,0.032,Mesocosm,Terrestrial,Y,Y,42.9,680000,1100000,0.736,1,0.009,0.00002,25000000,35000000,0.02,365700,1,0.1,940,pcb,0.16,sorbed,9,Y,stress,immune.cells,food.consumption,gall.bladder,organism,Unclear,2,12,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,-0.133122185662501,1.63245729218472,N,0.736,Dunaliella salina,Echinoderm
Koelmans,10.1002/etc.3093,11,Franzellitti,2015,Orbicella,nitida,Fish,Adult,invitro,sediment,N,N,PLA,n,COOH,fragment,3,0.0756,0.15,0.038,Field,Freshwater,N,N,45,39000000,25000000000,0.8,10,0.099,0.00012,25000000,35000000,0.05,522400,5,0.3,2350,phenanthrene,0.2,co.exp,10,N,alimentary.excretory,immune.other,foraging.time,gills,population,Clear,3,15,N,N,N,commercial,N,N,N,N,N,N,N,-0.0969100130080564,1.65321251377534,Y,0.8,Dunaliella tertiolecta,Fish
"Koelmans,Jacob",10.1002/etc.3361,12,Frydkejar,2016,Oreochromis,norvegicus,Insect,Early,invivo,water,Y,Y,PMMA,N,NH2,sphere,4,0.07921,0.18,0.04,Lab,Marine,Y,Y,50,78000000,50000000000,0.88,25,100,0.00035,25000000,35000000,0.074,1044800,10,0.4,110000,pyrene,0.252,sorbed,11,Y,behavioral.sense.neuro,intestinal.permeability,foxl2.mrnaexpression,gonad,subcell,Unclear,4,20,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,-0.0555173278498314,1.69897000433602,N,0.88,Echinogammarus marinus,Insect
"Koelmans,Rochman",10.1002/etc.3501,13,Gambardella,2017,Oryzias,obliquus,Mollusca,Juveniles,invitro,food,N,N,PP,Y,SO3,cube,5,0.08,0.25,0.045,Mesocosm,Terrestrial,N,N,54,1600000000,100000000000,1,50,300,3333.3333333333,25000000,35000000,0.2,26800000,0.5,4,2400000,triclosan,0.32,co.exp,12,N,circulatory.respiratory,kidney.histo,ftzf1.mrnaexpression,granulocyte,tissue,Clear,5,24,N,N,N,N,N,N,N,N,N,N,N,0,1.73239375982297,Y,1,Eisenia andrei,Mollusca
"Koelmans,Rochman,Jacob",10.1002/etc.3881,14,Gardon,2018,Ostrea,onyx,Nematoda,Adult,invivo,maternal.transfer,Y,Y,PS,n,COOH,fiber,1,0.083,0.42,0.05,Field,Freshwater,Y,Y,60,3100000000,200000000000,1.25,62.5,500,40000,25000000,35000000,0.5,500,1,10,9300000,bap,0.4,sorbed,14,Y,community,lipid.metabolism,fv.f0,haemocytes,cell,Unclear,6,1,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,0.0969100130080564,1.77815125038364,N,1.25,Ennucula tenuis,Nematoda
Rochman,10.1002/etc.4257,15,Gerdes,2019,Palaemonetes,parthenogenetica,Plant,Early,invitro,sediment,N,N,PUR,N,NH2,fragment,2,0.0876,1,0.063,Lab,Marine,N,N,67,6200000000,400000000000,1.47,125,496000,100000000,25000000,35000000,0.74,2600,5,30,24000000,bpa,0.64,co.exp,20,N,fitness,liver.histo,fv.fm,haemolymph,organism,Clear,7,2,N,N,N,lab,N,N,N,N,N,N,N,0.167317334748176,1.82607480270083,Y,1.47,Eriocheir sinensis,Plant
"Rochman,Jacob",10.1007/s00128-017-2186-3,16,Goncalves,2020,Paracentrotus,perna,Rotifera,Juveniles,invivo,water,Y,Y,PVC,Y,SO3,sphere,3,0.08995,3,0.064,Mesocosm,Terrestrial,Y,Y,68,12000000000,800000000000,1.6,250,1084000,1000000000,25000000,35000000,1,2610,10,70,60000000,cefalexin,1,sorbed,21,Y,immune,liver.kidney.products,fv.fm.sm.tfm,head,population,Unclear,10,3,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,0.204119982655925,1.83250891270624,N,1.6,Gammarus duebeni,Rotifera
Jacob,10.1007/s00227-016-2973-0,17,Gray.Weinstein,2008,Paracyclopina,pertusa,Algae,Adult,invitro,food,N,N,BIO,n,COOH,cube,4,0.09,0,0.075,Field,Freshwater,N,N,70,21000,34000,1.8,500,0.0009,0.000012,25000000,35000000,2,5200,0.5,0.01,93000000,chromium,1.3,co.exp,24,N,metabolism,locomotion,gadph.mrnaexpression,head.kidney.leuk,subcell,Clear,1,4,N,N,N,commercial,N,N,N,N,N,N,N,0.255272505103306,1.84509804001426,Y,1.8,Gammarus fossarum,(Missing)
Koelmans,10.1007/s11356-016-7584-2,18,Green,2010,Parvocalanus,plana,Annelida,Early,invivo,maternal.transfer,Y,Y,EVA,N,NH2,fiber,5,0.093,0.00031,0.1,Lab,Marine,Y,Y,75,43000,68000,2,1000,0.009,0.00002,25000000,35000000,3.8,5220,1,0.1,232500000,copper,1.8,sorbed,28,Y,microbiome,mortality,gall.bladder.histo,heart,tissue,Unclear,2,5,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,0.301029995663981,1.8750612633917,N,2,Gammarus pulex,Algae
"Koelmans,Jacob",10.1007/s11356-018-2926-x,19,Greven,2011,Perinereis,plicatilis,Bacterium,Juveniles,invitro,sediment,N,N,LTX,Y,SO3,fragment,1,0.096,0.0004,0.106,Mesocosm,Terrestrial,N,N,90,85000,130000,2.5,1250,0.099,0.00012,25000000,35000000,5,156700,5,0.3,94,ee2,2,co.exp,30,N,stress,nervous.system,gallery.vol,hyalinocyte,cell,Clear,3,6,N,N,N,N,N,N,N,N,N,N,N,0.397940008672038,1.95424250943932,Y,2.5,Halomonas alkaliphila,Annelida
"Koelmans,Rochman",10.1007/s11356-018-3497-6,20,Guven,2012,Perna,polyacanthus,Cnidaria,Adult,invivo,water,Y,Y,PA,n,COOH,sphere,2,0.097,0.001,0.138,Field,Freshwater,Y,Y,100,170000,270000,2.6,2500,100,0.00035,25000000,35000000,7,261200,10,0.4,940,mercury,2.5,sorbed,31,Y,alimentary.excretory,oxidative.stress,gclcs.mrnaexpression,jaw,organism,Unclear,4,7,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,0.414973347970818,2,N,2.6,Hediste diversicolor,Bacterium
"Koelmans,Rochman,Jacob",10.1007/s13762-016-1171-4,21,Haghi,2013,Pimephales,polymorpha,Crustacea,Early,invitro,food,N,N,PC,N,NH2,cube,3,0.1,0.0014,0.15,Lab,Marine,N,N,104,340000,540000,2.8,5000,300,3333.3333333333,25000000,35000000,7.4,365700,0.5,4,2350,nickel,3,co.exp,35,N,behavioral.sense.neuro,photosynthesis,gclcu.mrnaexpression,kidney,population,Clear,5,8,N,N,N,lab,N,N,N,N,N,N,N,0.447158031342219,2.01703333929878,Y,2.8,Heliopora coerulea,Cnidaria
Rochman,10.1016/j.anbehav.2016.10.035,22,Hamer,2014,Pinctada,promelas,Echinoderm,Juveniles,invivo,maternal.transfer,Y,Y,PE,Y,SO3,fiber,4,0.102,0.002,0.18,Mesocosm,Terrestrial,Y,Y,105.11,680000,1100000,3,10000,500,40000,25000000,35000000,28,522400,1,10,110000,nonylphenol,3.9,sorbed,36,Y,circulatory.respiratory,proteobacteria,genera,kidney.neutrophil,subcell,Unclear,6,9,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,0.477121254719662,2.02164403608744,N,3,Heterocapsa triquetra,Crustacea
"Rochman,Jacob",10.1016/j.aquaculture.2017.11.005,23,Hankins,2015,Platorchestia,pseudonana,Fish,Adult,invitro,sediment,N,N,PET,n,COOH,fragment,5,0.1029,0.0025,0.212,Field,Freshwater,N,N,110,39000000,25000000000,3.2,20000,496000,100000000,25000000,35000000,45,1044800,5,30,2400000,paraquat,4,co.exp,39,N,community,reproduction,gfap.mrnaexpression,leaf,tissue,Clear,7,10,N,N,N,commercial,N,N,N,N,N,N,N,0.505149978319906,2.04139268515822,Y,3.2,Hyalella azteca,Echinoderm
Jacob,10.1016/j.aquatox.2011.08.020,24,Heindler,2016,Pocillopora,pugio,Insect,Early,invivo,water,Y,Y,PI,N,NH2,sphere,1,0.103,0.004,0.25,Lab,Marine,Y,Y,112,78000000,50000000000,3.5,50000,1084000,1000000000,25000000,35000000,60,26800000,10,70,9300000,pbde47,5,sorbed,42,Y,fitness,respiration,ggt.activity,liver,cell,Unclear,10,11,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,0.544068044350276,2.04921802267018,N,3.5,Hydra attenuata,Fish
Koelmans,10.1016/j.aquatox.2015.04.018,25,Imhof.Laforsch,2017,Pomatoschistus,pulex,Mollusca,Juveniles,invitro,food,N,N,PLA,Y,SO3,cube,2,0.1117,0.00464,0.3,Mesocosm,Terrestrial,N,N,130,1600000000,100000000000,4,70000,0.0009,0.000012,25000000,35000000,0.005,500,0.5,0.01,24000000,pcb,8,co.exp,44,N,immune,sexhormones,ggt.con,mantle,organism,Clear,1,12,N,N,N,N,N,N,N,N,N,N,N,0.602059991327962,2.11394335230684,Y,4,Idotea emarginata,Insect
"Koelmans,Jacob",10.1016/j.aquatox.2015.11.011,26,Jabeen,2018,Porcellio,pyrenoidosa,Nematoda,Adult,invivo,maternal.transfer,Y,Y,PMMA,n,COOH,fiber,3,0.116,0.005,0.31,Field,Freshwater,Y,Y,194,3100000000,200000000000,4.1,100000,0.009,0.00002,25000000,35000000,0.02,2600,1,0.1,60000000,phenanthrene,10,sorbed,45,Y,metabolism,shoaling,gill.histo,muscle,population,Unclear,2,15,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,0.612783856719735,2.28780172993023,N,4.1,Karenia mikimotoi,Mollusca
"Koelmans,Rochman",10.1016/j.aquatox.2016.09.015,27,Jaikumar,2019,Porites,reinhardtii,Plant,Early,invitro,sediment,N,N,PP,N,NH2,fragment,4,0.12,0.006,0.3107,Lab,Marine,N,N,200,6200000000,400000000000,4.2,200000,0.099,0.00012,25000000,35000000,0.05,2610,5,0.3,93000000,pyrene,18.9,co.exp,47,N,microbiome,stress,gk.mrnaexpression,plasma,subcell,Clear,3,20,N,N,N,lab,N,N,N,N,N,N,N,0.6232492903979,2.30102999566398,Y,4.2,Lates calcarifer,Nematoda
"Koelmans,Rochman,Jacob",10.1016/j.aquatox.2017.11.017,28,Jemec,2020,Potamopyrgus,rerio,Rotifera,Juveniles,invivo,water,Y,Y,PS,Y,SO3,sphere,5,0.1301,0.00656,0.316,Mesocosm,Terrestrial,Y,Y,270,12000000000,800000000000,5,280000,100,0.00035,25000000,35000000,0.074,5200,10,0.4,232500000,triclosan,28.4,sorbed,48,Y,stress,vision.system,globulin.con,root,tissue,Unclear,4,24,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,0.698970004336019,2.43136376415899,N,5,Lemna minor,Plant
Rochman,10.1016/j.aquatox.2017.12.008,29,JemecKokalj,2008,Raphidocelis,riparius,Algae,Adult,invitro,food,N,N,PUR,n,COOH,cube,1,0.131,0.008,0.35,Field,Freshwater,N,N,290,21000,34000,6,300000,300,3333.3333333333,25000000,35000000,0.2,5220,0.5,4,94,bap,0.0002,co.exp,50,N,alimentary.excretory,abundance,glucose.con,serum,cell,Clear,5,1,N,N,N,commercial,N,N,N,N,N,N,N,0.778151250383644,2.46239799789896,Y,6,Lophelia pertusa,Rotifera
"Rochman,Jacob",10.1016/j.aquatox.2018.03.011,30,Jeong,2010,Scenedesmus,salina,Annelida,Early,invivo,maternal.transfer,Y,Y,PVC,N,NH2,fiber,2,0.1368,0.0087,0.3545,Lab,Marine,Y,Y,300,43000,68000,6.5,400000,500,40000,25000000,35000000,0.5,156700,1,10,940,bpa,0.001,sorbed,56,Y,behavioral.sense.neuro,actinobacteria,glutamate.con,whole.body,organism,Unclear,6,2,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,0.812913356642856,2.47712125471966,N,6.5,Lumbribulus variegatus,(Missing)
Jacob,10.1016/j.aquatox.2018.04.015,31,Jin,2011,Scrobicularia,scaber,Bacterium,Juveniles,invitro,sediment,N,N,BIO,Y,SO3,fragment,3,0.137,0.01,0.35856,Mesocosm,Terrestrial,N,N,320,85000,130000,7,450000,496000,100000000,25000000,35000000,0.74,261200,5,30,2350,cefalexin,0.002,co.exp,60,N,circulatory.respiratory,aggressivity,glutathione.con,blood,population,Clear,7,3,N,N,N,N,N,N,N,N,N,N,N,0.845098040014257,2.50514997831991,Y,7,Lumbricus terrestris,Algae
Koelmans,10.1016/j.aquatox.2019.105296,32,Jovanovic,2012,Sebastes,schlegelii,Cnidaria,Adult,invivo,water,Y,Y,EVA,n,COOH,sphere,4,0.157,0.011,0.4,Field,Freshwater,Y,Y,333.3333333333,170000,270000,8,600000,1084000,1000000000,25000000,35000000,1,365700,10,70,110000,chromium,0.01,sorbed,61,Y,community,ammonia.excretion,glycogen.con,brain,subcell,Unclear,10,4,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,0.903089986991944,2.52287874528029,N,8,Lytechinus variegatus,Annelida
"Koelmans,Jacob",10.1016/j.cbpc.2019.02.005,33,Kalcikova,2013,Seletonema,sinensis,Crustacea,Early,invitro,food,N,N,LTX,N,NH2,cube,5,0.165,0.01148,0.41,Lab,Marine,N,N,339,340000,540000,8.96,1,0.0009,0.000012,25000000,35000000,2,522400,0.5,0.01,2400000,copper,0.016,co.exp,69,N,fitness,bacteriodetes,glycogen.deplet,coelomocytes,tissue,Clear,1,5,N,N,N,lab,N,N,N,N,N,N,N,0.952308009662125,2.53019969820308,Y,8.96,Macroalgae NA,Bacterium
"Koelmans,Rochman",10.1016/j.cbpc.2019.108586,34,Kaposi,2014,Sparus,smithi,Echinoderm,Juveniles,invivo,maternal.transfer,Y,Y,PA,Y,SO3,fiber,1,0.169,0.012,0.478,Mesocosm,Terrestrial,Y,Y,376.04,680000,1100000,9.14,10,0.009,0.00002,25000000,35000000,3.8,1044800,1,0.1,9300000,ee2,0.02,sorbed,72,Y,immune,blood,gnrh.mrnaexpression,digestive.tract,cell,Unclear,2,6,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,0.960946195733831,2.57523404401093,N,9.14,Microalgae NA,Cnidaria
"Koelmans,Rochman,Jacob",10.1016/j.chemosphere.2015.03.010,35,Karami,2015,Sphaerium,spinipes,Fish,Adult,invitro,sediment,N,N,PC,n,COOH,fragment,2,0.172,0.014,0.5,Field,Freshwater,N,N,400,39000000,25000000000,10,25,0.099,0.00012,25000000,35000000,5,26800000,5,0.3,24000000,mercury,0.020225,co.exp,78,N,metabolism,body.condition,gonad.development.index,embryo,organism,Clear,3,7,N,N,N,commercial,N,N,N,N,N,N,N,1,2.60205999132796,Y,10,Microcystis flos-aquae,Crustacea
Rochman,10.1016/j.chemosphere.2016.02.133,36,Kim,2016,Tetraselmis,spp,Insect,Early,invivo,water,Y,Y,PE,N,NH2,sphere,3,0.1755,0.015,0.516,Lab,Marine,Y,Y,480,78000000,50000000000,12.5,50,100,0.00035,25000000,35000000,7,500,10,0.4,60000000,nickel,0.04,sorbed,90,Y,microbiome,boldness,gonad.histo,gall.bladder,population,Unclear,4,8,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,1.09691001300806,2.68124123737559,N,12.5,Montastraea cavernosa,Echinoderm
"Rochman,Jacob",10.1016/j.chemosphere.2018.05.170,37,Kokalj,2017,Thalassiosira,striata,Mollusca,Juveniles,invitro,food,N,N,PET,Y,SO3,cube,4,0.1783,0.01798,0.5361,Mesocosm,Terrestrial,N,N,500,1600000000,100000000000,13,62.5,300,3333.3333333333,25000000,35000000,7.4,2600,0.5,4,93000000,nonylphenol,0.08,co.exp,95,N,stress,brain.histo,gonad.regression,gills,subcell,Clear,5,9,N,N,N,N,N,N,N,N,N,N,N,1.11394335230684,2.69897000433602,Y,13,Multiple NA,Fish
Jacob,10.1016/j.chemosphere.2018.05.172,38,Korez,2018,Tigriopus,subcapitata,Nematoda,Adult,invivo,maternal.transfer,Y,Y,PI,n,COOH,fiber,5,0.179,0.0187,0.6,Field,Freshwater,Y,Y,540,3100000000,200000000000,14,125,500,40000,25000000,35000000,28,2610,1,10,232500000,paraquat,0.1,sorbed,114,Y,alimentary.excretory,burrowing,got.activity,gonad,tissue,Unclear,6,10,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,1.14612803567824,2.73239375982297,N,14,Mytilus edulis,Insect
Koelmans,10.1016/j.chemosphere.2018.09.031,39,Kratina,2019,Tisochrysis,temminckii,Plant,Early,invitro,sediment,N,N,PLA,N,NH2,fragment,1,0.183,0.02,0.6016,Lab,Marine,N,N,840,6200000000,400000000000,16,250,496000,100000000,25000000,35000000,45,5200,5,30,94,pbde47,0.126,co.exp,168,N,behavioral.sense.neuro,carb.metabolism,gpt.activity,granulocyte,cell,Clear,7,11,N,N,N,lab,N,N,N,N,N,N,N,1.20411998265592,2.92427928606188,Y,16,Mytilus galloprovincialis,Mollusca
"Koelmans,Jacob",10.1016/j.chemosphere.2018.11.070,40,Lagarde,2020,Tripneustes,tenuis,Rotifera,Juveniles,invivo,water,Y,Y,PMMA,Y,SO3,sphere,2,0.1831,0.025,0.704,Mesocosm,Terrestrial,Y,Y,1000,12000000000,800000000000,20,500,1084000,1000000000,25000000,35000000,60,5220,10,70,940,pcb,0.16,sorbed,450,Y,circulatory.respiratory,chemokines.cytokines,gpx.activity,haemocytes,organism,Unclear,10,12,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,1.30102999566398,3,N,20,Mytilus NA,Nematoda
"Koelmans,Rochman",10.1016/j.chemosphere.2019.07.065,41,Lee,2008,Tubifex,terrestris,Algae,Adult,invitro,food,N,N,PP,n,COOH,cube,3,0.198,0.03,0.707,Field,Freshwater,N,N,1040,21000,34000,25,1000,0.0009,0.000012,25000000,35000000,0.005,156700,0.5,0.01,2350,phenanthrene,0.2,co.exp,0.02,N,community,circulatory,gpx.mrnaexpression,haemolymph,population,Clear,1,15,N,N,N,commercial,N,N,N,N,N,N,N,1.39794000867204,3.01703333929878,Y,25,Mytilus spp,Plant
"Koelmans,Rochman,Jacob",10.1016/j.cub.2013.10.012,42,Lei,2010,Zacco,tertiolecta,Annelida,Early,invivo,maternal.transfer,Y,Y,PS,N,NH2,fiber,4,0.204,0.032,0.95,Lab,Marine,Y,Y,1694,43000,68000,30,1250,0.009,0.00002,25000000,35000000,0.02,261200,1,0.1,110000,pyrene,0.252,sorbed,0.03,Y,fitness,detoxification,gpx4b.mrnaexpression,head,subcell,Unclear,2,20,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,1.47712125471966,3.22891340599469,N,30,NA NA,Rotifera
Rochman,10.1016/j.cub.2013.10.068,43,LeMoine,2011,Abra,transmontanus,Bacterium,Juveniles,invitro,sediment,N,N,PUR,Y,SO3,fragment,5,0.209,0.038,1,Mesocosm,Terrestrial,N,N,1905.35,85000,130000,31,2500,0.099,0.00012,25000000,35000000,0.05,365700,5,0.3,2400000,triclosan,0.32,co.exp,0.04,N,immune,development,gr.activity,head.kidney.leuk,tissue,Clear,3,24,N,N,N,N,N,N,N,N,N,N,N,1.49136169383427,3.27997476431969,Y,31,Nephrops norvegicus,(Missing)
"Rochman,Jacob",10.1016/j.cub.2013.10.069,44,Leung.Chan,2012,Acanthochromis,triquetra,Cnidaria,Adult,invivo,water,Y,Y,PVC,n,COOH,sphere,1,0.23,0.04,1.175,Field,Freshwater,Y,Y,1937,170000,270000,32,5000,100,0.00035,25000000,35000000,0.074,522400,10,0.4,9300000,bap,0.4,sorbed,0.083,Y,metabolism,digestion,gr.mrnaexpression,heart,cell,Unclear,4,1,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,1.50514997831991,3.28712962071911,N,32,Nitocra spinipes,Algae
Jacob,10.1016/j.cub.2013.10.070,45,Lo.Chan,2013,Acartia,variegatus,Crustacea,Early,invitro,food,N,N,BIO,N,NH2,cube,2,0.236,0.062,1.4,Lab,Marine,N,N,2000,340000,540000,40,10000,300,3333.3333333333,25000000,35000000,0.2,1044800,0.5,4,24000000,bpa,0.64,co.exp,0.125,N,microbiome,digestive.enzymes,granulocyte.con,hyalinocyte,organism,Clear,5,2,N,N,N,lab,N,N,N,N,N,N,N,1.60205999132796,3.30102999566398,Y,40,Oncorhynchus mykiss,Annelida
Koelmans,10.1016/j.cub.2013.10.071,46,Long,2014,Acipenser,verrucosa,Echinoderm,Juveniles,invivo,maternal.transfer,Y,Y,EVA,Y,SO3,fiber,3,0.2479,0.063,2,Mesocosm,Terrestrial,Y,Y,2900,680000,1100000,44,20000,500,40000,25000000,35000000,0.5,26800000,1,10,60000000,cefalexin,1,sorbed,0.16,Y,stress,digestive.tract.histo,granulocyte.hyalinocyte.ratio,jaw,population,Unclear,6,3,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,1.64345267648619,3.46239799789896,N,44,Orbicella faveolata,Bacterium
"Koelmans,Jacob",10.1016/j.cub.2013.10.072,47,Lu,2015,Acropora,viridis,Fish,Adult,invitro,sediment,N,N,LTX,n,COOH,fragment,4,0.264,0.065,2.5,Field,Freshwater,N,N,3200,39000000,25000000000,50,50000,496000,100000000,25000000,35000000,0.74,500,5,30,93000000,chromium,1.3,co.exp,0.25,N,alimentary.excretory,diversity,granulocyte.oxidative.activity,kidney,subcell,Clear,7,4,N,N,N,commercial,N,N,N,N,N,N,N,1.69897000433602,3.50514997831991,Y,50,Oreochromis niloticus,Cnidaria
"Koelmans,Rochman",10.1016/j.cub.2013.10.073,48,Luis,2016,Amphibalanus,vulgaris,Insect,Early,invivo,water,Y,Y,PA,N,NH2,sphere,5,0.28,0.068,5,Lab,Marine,Y,Y,3810.7,78000000,50000000000,60,70000,1084000,1000000000,25000000,35000000,1,2600,10,70,232500000,copper,1.8,sorbed,0.333,Y,behavioral.sense.neuro,feeding,granulocyte.size,kidney.neutrophil,tissue,Unclear,10,5,Y,Y,Y,lab,Y,Y,Y,Y,Y,Y,Y,1.77815125038364,3.58100475998367,N,60,Oryzias latipes,Crustacea
"Koelmans,Rochman,Jacob",10.1016/j.cub.2013.10.074,49,Lwanga,2017,Arenicola,aibuhitensis,Mollusca,Juveniles,invitro,food,N,N,PC,Y,SO3,cube,1,0.287,0.08,0.004,Mesocosm,Terrestrial,N,N,4000,1600000000,100000000000,63,100000,0.0009,0.000012,25000000,35000000,2,2610,0.5,0.01,94,ee2,2,co.exp,0.5,N,circulatory.respiratory,firmicutes,gross.energy,leaf,cell,Clear,1,6,N,N,N,N,N,N,N,N,N,N,N,1.79934054945358,3.60205999132796,Y,63,Oryzias melastigma,Echinoderm
Rochman,10.1016/j.cub.2013.10.075,50,Magni,2018,Artemia,alkaliphila,Nematoda,Adult,invivo,maternal.transfer,Y,Y,PE,n,COOH,fiber,2,0.5,0.09,0.005,Field,Freshwater,Y,Y,5000,3100000000,200000000000,70,200000,0.009,0.00002,25000000,35000000,3.8,5200,1,0.1,940,mercury,2.5,sorbed,1,Y,community,gall.bladder.histo,growth,liver,organism,Unclear,2,7,Y,Y,Y,commercial,Y,Y,Y,Y,Y,Y,Y,1.84509804001426,3.69897000433602,N,70,Oryzias sinensis,Fish
"Rochman,Jacob",10.1016/j.cub.2013.10.076,51,Manabe,2019,Asellus,amphitrite,Plant,Early,invitro,sediment,N,N,PET,N,NH2,fragment,3,0.7,0.1,0.006,Lab,Marine,N,N,5066.703,6200000000,400000000000,75,280000,0.099,0.00012,25000000,35000000,5,5220,5,0.3,2350,nickel,3,co.exp,2,N,fitness,gen.metabolism,growth.rate,mantle,population,Clear,3,8,N,N,N,lab,N,N,N,N,N,N,N,1.8750612633917,3.70472544756253,Y,75,Ostrea edulis,Insect
Jacob,10.1016/j.ecoenv.2015.09.021,52,Manlinich,2020,Atactodea,andrei,Rotifera,Juveniles,invivo,water,Y,Y,PI,Y,SO3,sphere,4,0.75,0.125,0.0085,Mesocosm,Terrestrial,Y,Y,7621.4,12000000000,800000000000,80,300000,100,0.00035,25000000,35000000,7,156700,10,0.4,110000,nonylphenol,3.9,sorbed,3,Y,immune,gill.histo,gs.mrnaexpression,muscle,subcell,Unclear,4,9,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,1.90308998699194,3.88203475564765,N,80,Palaemonetes pugio,Mollusca
