"DOI","Authors","Publication Year","Species","Life Stage","Size Category","Broad Endpoint Category","Specific Endpoint Category","Endpoint","Concentration (Particles/mL)","Concentration (µg/mL)","Effect Detected?"
"10.1002/etc.3501","Greven",2016,"Pimephales promelas","Adult","1µm < 100µm","Immune","Immune Cells","Respiratory Burst",174847157.9,100,"Yes"
"10.1002/etc.3501","Greven",2016,"Pimephales promelas","Adult","1µm < 100µm","Immune","Immune Cells","Respiratory Burst",349694315.9,200,"Yes"
"10.1002/etc.3501","Greven",2016,"Pimephales promelas","Adult","1µm < 100µm","Immune","Immune Cells","Neutrophil Extracellular Trap",43711789.48,25,"Yes"
"10.1002/etc.3501","Greven",2016,"Pimephales promelas","Adult","1µm < 100µm","Immune","Immune Cells","Neutrophil Extracellular Trap",87423578.97,50,"Yes"
"10.1002/etc.3501","Greven",2016,"Pimephales promelas","Adult","1µm < 100µm","Immune","Immune Cells","Neutrophil Extracellular Trap",174847157.9,100,"Yes"
"10.1002/etc.3501","Greven",2016,"Pimephales promelas","Adult","1µm < 100µm","Immune","Immune Cells","Neutrophil Extracellular Trap",349694315.9,200,"Yes"
"10.1016/j.marpolbul.2018.07.067","Hankins",2018,"Montastraea cavernosa","Adult","100µm < 1mm","Fitness","Body Condition","Calcification",0.353236363,30,"No"
"10.1016/j.marpolbul.2018.07.067","Hankins",2018,"Orbicella faveolata","Adult","100µm < 1mm","Fitness","Body Condition","Calcification",0.353236363,30,"No"
"10.1016/j.ecoenv.2017.03.029","Heindler",2017,"Parvocalanus crassirostris","Not Reported","1µm < 100µm","Fitness","Reproduction","Population Size",20000,0.851764308,"Yes"
"10.1016/j.ecoenv.2017.03.029","Heindler",2017,"Parvocalanus crassirostris","Adult","1µm < 100µm","Fitness","Reproduction","Fecundity",10000,0.425882154,"No"
"10.1016/j.ecoenv.2017.03.029","Heindler",2017,"Parvocalanus crassirostris","Adult","1µm < 100µm","Fitness","Reproduction","Fecundity",20000,0.851764308,"No"
"10.1016/j.ecoenv.2017.03.029","Heindler",2017,"Parvocalanus crassirostris","Adult","1µm < 100µm","Fitness","Reproduction","Fecundity",40000,1.703528616,"No"
"10.1016/j.ecoenv.2017.03.029","Heindler",2017,"Parvocalanus crassirostris","Adult","1µm < 100µm","Fitness","Reproduction","Fecundity",80000,3.407057233,"Yes"
"10.1016/j.ecoenv.2017.03.029","Heindler",2017,"Parvocalanus crassirostris","Adult","1µm < 100µm","Stress","Stress","hsp70 mRNA expression",20000,0.851764308,"No"
"10.1016/j.ecoenv.2017.03.029","Heindler",2017,"Parvocalanus crassirostris","Adult","1µm < 100µm","Stress","Stress","h3 mRNA expression",20000,0.851764308,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",100,0.001837832,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",1000,0.018378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",10000,0.18378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",1e+05,1.837831702,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","First Clutch Size",100,0.001837832,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","First Clutch Size",1000,0.018378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","First Clutch Size",10000,0.18378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","First Clutch Size",1e+05,1.837831702,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",100,0.001837832,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",1000,0.018378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",10000,0.18378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",1e+05,1.837831702,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","First Three Clutch Sizes",100,0.001837832,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","First Three Clutch Sizes",1000,0.018378317,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","First Three Clutch Sizes",10000,0.18378317,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","First Three Clutch Sizes",1e+05,1.837831702,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",100,0.001837832,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",1000,0.018378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",10000,0.18378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",1e+05,1.837831702,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Growth","Length",100,0.001837832,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Growth","Length",1000,0.018378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Growth","Length",10000,0.18378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Growth","Length",1e+05,1.837831702,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",100,0.001837832,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",1000,0.018378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",10000,0.18378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",1e+05,1.837831702,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","First Clutch Size",100,0.001837832,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","First Clutch Size",1000,0.018378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","First Clutch Size",10000,0.18378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","First Clutch Size",1e+05,1.837831702,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",100,0.001837832,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",1000,0.018378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",10000,0.18378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",1e+05,1.837831702,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","First Three Clutch Sizes",100,0.001837832,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","First Three Clutch Sizes",1000,0.018378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","First Three Clutch Sizes",10000,0.18378317,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","First Three Clutch Sizes",1e+05,1.837831702,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",100,0.001837832,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",1000,0.018378317,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",10000,0.18378317,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",1e+05,1.837831702,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Growth","Length",100,0.001837832,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Growth","Length",1000,0.018378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Growth","Length",10000,0.18378317,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Growth","Length",1e+05,1.837831702,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Reproduction","First Clutch Size",1000,0.018378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Reproduction","First Clutch Size",10000,0.18378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Reproduction","First Clutch Size",1e+05,1.837831702,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",100,0.001837832,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",1000,0.018378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",10000,0.18378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",1e+05,1.837831702,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Reproduction","First Three Clutch Sizes",100,0.001837832,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Reproduction","First Three Clutch Sizes",1000,0.018378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Reproduction","First Three Clutch Sizes",10000,0.18378317,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Reproduction","First Three Clutch Sizes",1e+05,1.837831702,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",100,0.001837832,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",1000,0.018378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",10000,0.18378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",1e+05,1.837831702,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Growth","Length",100,0.001837832,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Growth","Length",1000,0.018378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Growth","Length",10000,0.18378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Growth","Length",1e+05,1.837831702,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",100,0.001837832,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",1000,0.018378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",10000,0.18378317,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",1e+05,1.837831702,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia pulex","Early","1µm < 100µm","Fitness","Reproduction","First Clutch Size",100,0.001837832,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",100,0.001338067,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",1000,0.013380671,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",10000,0.133806714,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",1e+05,1.338067143,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","First Clutch Size",100,0.001338067,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","First Clutch Size",1000,0.013380671,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","First Clutch Size",10000,0.133806714,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","First Clutch Size",1e+05,1.338067143,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",100,0.001338067,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",1000,0.013380671,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",10000,0.133806714,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",1e+05,1.338067143,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","First Three Clutch Sizes",100,0.001338067,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","First Three Clutch Sizes",1000,0.013380671,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","First Three Clutch Sizes",10000,0.133806714,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","First Three Clutch Sizes",1e+05,1.338067143,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",100,0.001338067,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",1000,0.013380671,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",10000,0.133806714,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Reproduction","Number of Offspring",1e+05,1.338067143,"Yes"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Growth","Length",100,0.001338067,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Growth","Length",1000,0.013380671,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Growth","Length",10000,0.133806714,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Ceriodaphnia dubia","Early","1µm < 100µm","Fitness","Growth","Length",1e+05,1.338067143,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",100,0.001338067,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",1000,0.013380671,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",10000,0.133806714,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Time to Offspring",1e+05,1.338067143,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","First Clutch Size",100,0.001338067,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","First Clutch Size",1000,0.013380671,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","First Clutch Size",10000,0.133806714,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","First Clutch Size",1e+05,1.338067143,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",100,0.001338067,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",1000,0.013380671,"No"
"10.1016/j.envpol.2019.03.085","Jaikumar",2019,"Daphnia magna","Early","1µm < 100µm","Fitness","Reproduction","Number of Clutches",10000,0.133806714,"No"
